::1 - - [26/Sep/2022:05:01:16 +0000] "POST /feastwell-backend/api/v1/states HTTP/1.1" 200 81 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:07:45 +0000] "PUT /feastwell-backend/api/v1/states/5227 HTTP/1.1" 404 36 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:08:28 +0000] "PUT /feastwell-backend/api/v1/states/byStateId/5227 HTTP/1.1" 404 44 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:08:58 +0000] "PUT /feastwell-backend/api/v1/states/byStateId/5227 HTTP/1.1" 404 44 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:10:11 +0000] "PUT /feastwell-backend/api/v1/states/byStateId/5227 HTTP/1.1" 404 44 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:10:35 +0000] "PUT /feastwell-backend/api/v1/states/byStateId/5227 HTTP/1.1" 404 44 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:14:40 +0000] "PUT /feastwell-backend/api/v1/states/byStateId/5227 HTTP/1.1" 200 56 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:18:13 +0000] "DELETE /feastwell-backend/api/v1/states/byStateId/5227 HTTP/1.1" 200 47 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:18:34 +0000] "DELETE /feastwell-backend/api/v1/states/byStateId/5225 HTTP/1.1" 200 47 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:18:42 +0000] "DELETE /feastwell-backend/api/v1/states/byStateId/5204 HTTP/1.1" 200 47 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:18:52 +0000] "DELETE /feastwell-backend/api/v1/states/byStateId/5092 HTTP/1.1" 404 44 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:22:34 +0000] "GET /feastwell-backend/api/v1/city HTTP/1.1" 200 10533365 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:24:34 +0000] "GET /feastwell-backend/api/v1/city/byStateId/4006 HTTP/1.1" 200 1687 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:24:51 +0000] "GET /feastwell-backend/api/v1/city/byStateId/4026 HTTP/1.1" 200 20444 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:46:28 +0000] "PUT /feastwell-backend/api/v1/residentFacility/252 HTTP/1.1" 404 36 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:46:57 +0000] "PUT /feastwell-backend/api/v1/userFacility/252 HTTP/1.1" 401 49 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:47:03 +0000] "POST /feastwell-backend/api/v1/user HTTP/1.1" 200 148 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:47:13 +0000] "POST /feastwell-backend/api/v1/auth/login HTTP/1.1" 200 415 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:47:32 +0000] "PUT /feastwell-backend/api/v1/user/250 HTTP/1.1" 201 63 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:47:37 +0000] "POST /feastwell-backend/api/v1/userFacility HTTP/1.1" 200 99 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:47:46 +0000] "PUT /feastwell-backend/api/v1/userFacility/252 HTTP/1.1" 401 49 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:47:58 +0000] "PUT /feastwell-backend/api/v1/userFacility/252 HTTP/1.1" 404 44 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:48:42 +0000] "POST /feastwell-backend/api/v1/resident HTTP/1.1" 200 156 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:48:55 +0000] "POST /feastwell-backend/api/v1/userFacility HTTP/1.1" 200 99 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:49:01 +0000] "POST /feastwell-backend/api/v1/userFacility HTTP/1.1" 200 99 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:49:17 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 401 49 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:49:25 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 15804 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:50:00 +0000] "GET /feastwell-backend/api/v1/user/254 HTTP/1.1" 201 406 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:50:42 +0000] "PUT /feastwell-backend/api/v1/userFacility/254 HTTP/1.1" 200 56 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:50:48 +0000] "PUT /feastwell-backend/api/v1/userFacility/252 HTTP/1.1" 404 44 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:50:57 +0000] "GET /feastwell-backend/api/v1/user/252 HTTP/1.1" 201 404 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:52:12 +0000] "GET /feastwell-backend/api/v1/userFacility/byUserId/252 HTTP/1.1" 200 228 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:52:41 +0000] "PUT /feastwell-backend/api/v1/userFacility/252 HTTP/1.1" 404 44 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:54:03 +0000] "PUT /feastwell-backend/api/v1/userFacility/254 HTTP/1.1" 200 56 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:54:36 +0000] "GET /feastwell-backend/api/v1/userFacility/byUserId/252 HTTP/1.1" 200 228 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:56:02 +0000] "PUT /feastwell-backend/api/v1/userFacility/254 HTTP/1.1" 200 56 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:56:19 +0000] "PUT /feastwell-backend/api/v1/userFacility/254 HTTP/1.1" 200 56 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:56:25 +0000] "PUT /feastwell-backend/api/v1/userFacility/254 HTTP/1.1" 200 56 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:56:29 +0000] "PUT /feastwell-backend/api/v1/userFacility/254 HTTP/1.1" 200 56 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:56:39 +0000] "GET /feastwell-backend/api/v1/user/254 HTTP/1.1" 201 406 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:57:58 +0000] "PUT /feastwell-backend/api/v1/userFacility/252 HTTP/1.1" 200 56 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:58:02 +0000] "PUT /feastwell-backend/api/v1/userFacility/252 HTTP/1.1" 200 56 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:58:39 +0000] "PUT /feastwell-backend/api/v1/userFacility/252 HTTP/1.1" 200 56 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:05:58:54 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 14480 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:03:49 +0000] "GET /feastwell-backend/api/v1/city/byCityId/57933 HTTP/1.1" 401 49 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:04:32 +0000] "GET /feastwell-backend/api/v1/city/byCityId/57933 HTTP/1.1" 401 49 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:06:58 +0000] "GET / HTTP/1.1" 200 41 "-" "Slackbot-LinkExpanding 1.0 (+https://api.slack.com/robots)"
::1 - - [26/Sep/2022:06:06:58 +0000] "GET /favicon.ico HTTP/1.1" 404 36 "-" "Slackbot 1.0 (+https://api.slack.com/robots)"
::1 - - [26/Sep/2022:06:07:36 +0000] "GET /feastwell-backend/api/v1/auth/refresh HTTP/1.1" 401 43 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:07:48 +0000] "POST /feastwell-backend/api/v1/auth/login HTTP/1.1" 200 414 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:07:49 +0000] "GET /feastwell-backend/api/v1/mealTypes HTTP/1.1" 200 597 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:07:49 +0000] "GET /feastwell-backend/api/v1/imageDetails/byNurseId/182 HTTP/1.1" 200 226 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:08:02 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 14480 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:08:07 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:08:11 +0000] "PUT /feastwell-backend/api/v1/resident/0 HTTP/1.1" 500 53 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:09:17 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:09:19 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 14480 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:09:36 +0000] "GET /feastwell-backend/api/v1/auth/refresh HTTP/1.1" 200 376 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:09:37 +0000] "GET /feastwell-backend/api/v1/auth/login HTTP/1.1" 500 59 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:10:10 +0000] "POST /feastwell-backend/api/v1/auth/login HTTP/1.1" 200 415 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:10:13 +0000] "GET /feastwell-backend/api/v1/auth/refresh HTTP/1.1" 401 43 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:10:20 +0000] "GET /feastwell-backend/api/v1/auth/login HTTP/1.1" 500 59 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:10:29 +0000] "GET /feastwell-backend/api/v1/auth/login HTTP/1.1" 500 59 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:10:47 +0000] "POST /feastwell-backend/api/v1/auth/login HTTP/1.1" 200 414 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:10:48 +0000] "GET /feastwell-backend/api/v1/mealTypes HTTP/1.1" 200 597 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:10:48 +0000] "GET /feastwell-backend/api/v1/imageDetails/byNurseId/182 HTTP/1.1" 200 226 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:10:51 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 14480 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:10:51 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 14480 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:11:00 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 14480 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:11:01 +0000] "GET /feastwell-backend/api/v1/imageDetails/byNurseId/182 HTTP/1.1" 200 226 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:11:04 +0000] "GET /feastwell-backend/api/v1/imageDetails/byNurseId/182 HTTP/1.1" 200 226 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:11:17 +0000] "GET /feastwell-backend/api/v1/auth/login HTTP/1.1" 500 59 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:11:29 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 14480 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:11:32 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:11:35 +0000] "PUT /feastwell-backend/api/v1/resident/121 HTTP/1.1" 201 67 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:11:35 +0000] "POST /feastwell-backend/api/v1/userFacility/121 HTTP/1.1" 404 36 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:11:57 +0000] "GET /feastwell-backend/api/v1/auth/login HTTP/1.1" 500 59 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:12:09 +0000] "PUT /feastwell-backend/api/v1/userFacility/121 HTTP/1.1" 200 56 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:12:28 +0000] "PUT /feastwell-backend/api/v1/userFacility/121 HTTP/1.1" 200 56 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:12:33 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 14480 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:12:37 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:12:43 +0000] "PUT /feastwell-backend/api/v1/resident/121 HTTP/1.1" 201 67 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:12:43 +0000] "POST /feastwell-backend/api/v1/userFacility/121 HTTP/1.1" 404 36 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:13:01 +0000] "GET /feastwell-backend/api/v1/auth/login HTTP/1.1" 200 415 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:13:53 +0000] "GET /feastwell-backend/api/v1/auth/refresh HTTP/1.1" 200 376 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:13:54 +0000] "GET /feastwell-backend/api/v1/auth/login HTTP/1.1" 200 414 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:13:55 +0000] "GET /feastwell-backend/api/v1/mealTypes HTTP/1.1" 200 597 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:13:55 +0000] "GET /feastwell-backend/api/v1/imageDetails/byNurseId/182 HTTP/1.1" 200 226 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:14:02 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:14:05 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:14:15 +0000] "POST /feastwell-backend/api/v1/resident HTTP/1.1" 200 149 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:14:33 +0000] "GET /feastwell-backend/api/v1/imageDetails/byNurseId/182 HTTP/1.1" 200 226 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:14:37 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 14807 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:14:47 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:14:50 +0000] "PUT /feastwell-backend/api/v1/resident/255 HTTP/1.1" 201 67 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:14:51 +0000] "PUT /feastwell-backend/api/v1/userFacility/255 HTTP/1.1" 404 59 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:15:13 +0000] "PUT /feastwell-backend/api/v1/userFacility/255 HTTP/1.1" 404 59 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:15:30 +0000] "GET /feastwell-backend/api/v1/user/255 HTTP/1.1" 201 400 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:15:41 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 14807 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:15:44 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:15:58 +0000] "POST /feastwell-backend/api/v1/resident HTTP/1.1" 200 151 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:17:05 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:17:10 +0000] "GET /feastwell-backend/api/v1/imageDetails/byNurseId/182 HTTP/1.1" 200 226 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:17:12 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:17:18 +0000] "POST /feastwell-backend/api/v1/resident HTTP/1.1" 200 149 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:18:12 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:18:18 +0000] "POST /feastwell-backend/api/v1/resident HTTP/1.1" 201 151 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:18:19 +0000] "POST /feastwell-backend/api/v1/userFacility HTTP/1.1" 200 99 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:18:25 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 15792 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:18:51 +0000] "GET /feastwell-backend/api/v1/auth/refresh HTTP/1.1" 200 376 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:18:52 +0000] "GET /feastwell-backend/api/v1/auth/login HTTP/1.1" 200 414 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:18:53 +0000] "GET /feastwell-backend/api/v1/mealTypes HTTP/1.1" 200 597 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:18:53 +0000] "GET /feastwell-backend/api/v1/imageDetails/byNurseId/182 HTTP/1.1" 200 226 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:19:07 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 15792 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:19:10 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:19:13 +0000] "PUT /feastwell-backend/api/v1/resident/121 HTTP/1.1" 200 67 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:19:14 +0000] "PUT /feastwell-backend/api/v1/userFacility/121 HTTP/1.1" 200 56 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:19:16 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 15798 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:20:15 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:20:21 +0000] "PUT /feastwell-backend/api/v1/resident/255 HTTP/1.1" 200 67 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:20:22 +0000] "PUT /feastwell-backend/api/v1/userFacility/255 HTTP/1.1" 404 59 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:20:54 +0000] "PUT /feastwell-backend/api/v1/userFacility/255 HTTP/1.1" 404 59 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:20:57 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 15798 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:21:01 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:21:08 +0000] "POST /feastwell-backend/api/v1/resident HTTP/1.1" 201 150 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:21:08 +0000] "POST /feastwell-backend/api/v1/userFacility HTTP/1.1" 200 99 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:21:11 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 16126 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:21:17 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:21:22 +0000] "PUT /feastwell-backend/api/v1/resident/259 HTTP/1.1" 200 67 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:21:22 +0000] "PUT /feastwell-backend/api/v1/userFacility/259 HTTP/1.1" 404 59 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:21:24 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 16126 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:21:26 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 16126 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:21:32 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:21:42 +0000] "POST /feastwell-backend/api/v1/resident HTTP/1.1" 201 149 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:21:42 +0000] "POST /feastwell-backend/api/v1/userFacility HTTP/1.1" 200 99 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:21:45 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 16453 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:21:53 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:22:07 +0000] "PUT /feastwell-backend/api/v1/user/256 HTTP/1.1" 201 63 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:22:17 +0000] "GET /feastwell-backend/api/v1/user/257 HTTP/1.1" 201 400 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:22:23 +0000] "GET /feastwell-backend/api/v1/user/258 HTTP/1.1" 201 402 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:22:29 +0000] "GET /feastwell-backend/api/v1/user/260 HTTP/1.1" 201 400 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:22:44 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 16460 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:22:53 +0000] "GET /feastwell-backend/api/v1/user?userType=6 HTTP/1.1" 200 16460 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:22:56 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:23:04 +0000] "POST /feastwell-backend/api/v1/resident HTTP/1.1" 201 153 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:23:04 +0000] "POST /feastwell-backend/api/v1/userFacility HTTP/1.1" 200 99 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:23:13 +0000] "GET /feastwell-backend/api/v1/user/261 HTTP/1.1" 201 404 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:25:45 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:25:52 +0000] "POST /feastwell-backend/api/v1/resident HTTP/1.1" 201 150 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:25:52 +0000] "POST /feastwell-backend/api/v1/userFacility HTTP/1.1" 200 99 "-" "okhttp/3.14.9"
::1 - - [26/Sep/2022:06:26:15 +0000] "GET /feastwell-backend/api/v1/facility HTTP/1.1" 200 856 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:26:53 +0000] "GET /feastwell-backend/api/v1/facility/122 HTTP/1.1" 200 452 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:27:23 +0000] "POST /feastwell-backend/api/v1/userFacility HTTP/1.1" 200 99 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:27:28 +0000] "POST /feastwell-backend/api/v1/userFacility HTTP/1.1" 200 99 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Sep/2022:06:27:32 +0000] "GET /feastwell-backend/api/v1/auth/refresh HTTP/1.1" 200 376 "-" "okhttp/3.14.9"
